0.0000	0.0000	0.3130	0.2870	0.0287
1.4987	9.4751	2.9050	-3.5160	0.0317
5.6393	13.4736	6.5550	-0.3830	0.0111
0.3547	3.2216	3.5920	-3.9200	0.0348
1.4543	13.4676	9.3050	-6.0630	0.0522
4.1404	-8.9311	0.6560	1.6950	0.0298
-0.3667	-12.2179	3.1990	0.7500	0.0360
4.9942	19.9057	11.3000	-4.2200	0.0130
-6.1202	-12.0645	5.5600	-6.9480	0.0575
10.7093	-6.8258	-3.4340	3.3660	0.0213
1.0514	-11.2760	2.1540	7.2480	0.0301
-1.7073	7.7161	3.9770	0.8590	0.0331
3.9150	-3.6649	-2.6150	2.1900	0.0244
-9.2416	-7.7545	3.7910	-7.1940	0.0752
-9.6660	-9.8550	5.7820	-2.3850	0.0672
-6.5339	-14.1206	3.4250	-1.9220	0.0352
-4.7184	-8.3560	3.5380	-10.9400	0.0549
-9.4178	-12.3221	3.7010	-11.3710	0.0421
-6.4907	-3.4444	5.5420	-10.0230	0.0846
-5.3923	-3.1077	0.7060	-11.4480	0.0342
-6.5099	-3.4684	5.7180	-10.1860	0.1455
-7.8865	-6.0075	9.1470	-10.5450	0.1617
-8.4933	-2.4248	8.4640	-13.6730	0.0998
-6.1861	-1.6866	10.0790	-9.3730	0.0705
-4.7316	-4.9494	7.5500	-14.5270	0.1700
-6.0734	-0.1889	5.3290	-14.2730	0.0679
-1.8716	-2.9544	7.2160	-11.9070	0.0904
-12.1339	-1.9826	6.7180	-9.8180	0.1337
-8.2846	-6.2495	3.5240	-14.3450	0.0855
-3.2170	-6.3813	11.8610	-12.6790	0.0305
-4.7508	-4.9734	7.7580	-14.7540	0.1661
-7.1802	-5.3628	5.8810	-11.0760	0.1839
-6.9800	-4.7325	5.0620	-12.4060	0.1184
-8.6240	-5.0884	7.9660	-10.4540	0.1904
-8.0040	-3.9693	6.3740	-11.1530	0.2626
-9.0437	-4.3491	4.9130	-11.5390	0.1345
-5.6933	-4.1610	7.5460	-13.0330	0.1674
-10.1577	-5.8888	10.0520	-11.2350	0.0862
-6.3312	-6.2543	7.9170	-13.4280	0.1993
-8.0376	-5.8541	7.2250	-12.3790	0.2385
-8.6060	-5.6636	9.0930	-9.2050	0.1100
-5.0301	-4.0591	5.3250	-12.1290	0.1062
-6.4991	-5.3892	9.4370	-13.4510	0.1208
-6.3516	-6.9588	7.3920	-11.9800	0.2561
-7.1958	-1.6339	6.8170	-11.6250	0.1084
-7.5400	-6.9900	8.3600	-13.3280	0.1537
-5.3455	-5.8098	9.0390	-12.1020	0.1164
-8.7091	-7.2931	8.5550	-11.8210	0.1263
-7.7666	-5.7187	6.9400	-14.6990	0.2507
-8.0232	-3.9932	6.5640	-11.3670	0.2108
-6.1957	-6.7132	8.8620	-11.0990	0.2414
-6.8960	-2.9735	8.0300	-9.4550	0.1307
-4.8107	-7.3147	7.6000	-11.5940	0.2325
-6.0806	-8.4566	8.1840	-11.5030	0.1644
-8.0520	-4.7361	8.8120	-13.7190	0.1121
-7.2762	-6.7587	7.0570	-13.9140	0.2782
-7.4596	-7.6874	7.2110	-15.6390	0.2027
-8.5352	-6.9397	7.5230	-10.4540	0.2218
