2.9209	-2.7255	0.9280	1.5310	0.0517
-6.7521	3.4756	9.7310	-1.7900	0.0000
2.9976	-2.9136	1.5700	1.2730	0.0412
3.1631	-2.9136	1.7380	0.9640	0.0536
3.3418	-2.6680	2.4430	1.3630	0.0522
2.7422	-2.8789	1.3620	1.0050	0.0541
3.7795	-3.1065	2.2710	1.1550	0.0555
3.3621	-3.1521	2.6420	1.4500	0.0576
3.1643	-3.2599	2.1220	1.3910	0.0595
3.4485	-2.3960	2.7330	1.9720	0.0538
3.2722	-2.4919	2.9720	1.6540	0.0528
3.1655	-1.9443	3.0220	1.9720	0.0496
3.3274	-2.5877	3.4520	1.3540	0.0511
2.9808	-2.4331	2.9360	2.1940	0.0549
2.9988	-2.5074	3.5060	1.9490	0.0572
3.6835	-3.1892	2.4300	1.6770	0.0647
3.3418	-3.1269	2.2800	1.1000	0.0559
4.1128	-3.3929	2.6920	1.3590	0.0640
3.4041	-2.8585	3.0130	1.2540	0.0544
4.5457	-3.6014	2.8410	1.5090	0.0704
4.1848	-3.3342	2.1310	1.3910	0.0617
3.1595	-2.8969	4.0850	1.4090	0.0554
3.6391	-3.5691	2.5110	1.0770	0.0637
3.1487	-2.5386	1.9500	1.3630	0.0513
3.4773	-3.0514	3.0270	2.0350	0.0695
4.0948	-2.8621	2.1220	1.5360	0.0552
2.9257	-2.6536	3.3250	1.3040	0.0519
4.4654	-3.3690	2.6870	1.3680	0.0630
3.9209	-3.7236	2.3620	1.4630	0.0696
4.1740	-2.9508	2.6600	1.3540	0.0571
4.0648	-3.5739	2.5070	2.1540	0.0751
3.3849	-2.7447	3.5290	2.2620	0.0641
4.3742	-2.4607	2.3660	1.6400	0.0529
4.5481	-3.8530	3.4610	1.6400	0.0677
3.6475	-2.4343	2.9590	1.3730	0.0501
3.8046	-2.6728	3.4160	2.3530	0.0633
3.6368	-3.0430	3.8360	2.7070	0.0703
3.5288	-2.6261	3.5150	1.9860	0.0597
3.0923	-3.4121	2.7550	1.1640	0.0582
4.8947	-4.3024	3.2800	1.5310	0.0817
3.5492	-3.2707	3.0180	1.0410	0.0558
2.4136	-2.2318	2.1040	-0.9090	0.0365
3.6763	-3.5295	0.3220	0.2920	0.0492
1.9136	-3.5080	-0.5120	0.8140	0.0487
3.6188	-1.6986	0.3310	0.5370	0.0369
2.9316	-0.7832	2.0950	0.4690	0.0338
2.8441	-2.1959	-0.9640	2.1720	0.0420
2.6475	-4.8835	1.4530	0.8140	0.1022
1.0610	-4.3827	1.8510	0.3050	0.0727
2.8861	-3.9968	1.8960	-0.6230	0.0592
