0.0000	-2.2258	-0.9280	2.3440	0.0872
1.0634	-2.2954	-1.4800	2.3940	0.0729
0.0000	-2.8861	-1.9590	2.5170	0.0660
-0.5130	-2.3553	-1.1360	1.4810	0.0765
-0.6269	-2.8537	-0.3220	1.9490	0.1228
-0.9567	-1.7262	-0.7330	2.3760	0.0892
-1.5442	-2.6860	-1.0270	2.3710	0.0988
-0.8847	-3.5056	-0.7240	3.0750	0.1496
-0.3187	-2.5350	0.3170	3.0300	0.1341
-0.7528	-2.6692	-1.3030	2.9210	0.1037
0.0000	-3.5080	-1.3850	2.9440	0.0983
-0.2264	-3.3869	-0.3350	3.8740	0.2619
0.6281	-3.1305	-0.6840	3.8020	0.1993
0.1808	-3.2431	-1.4210	4.0700	0.1133
0.2636	-3.9405	0.3080	3.8560	0.3303
-0.5813	-4.0376	0.3530	4.3330	0.2739
-0.4542	-3.9765	0.3310	3.7880	0.3189
-0.2120	-3.5367	0.6970	3.4520	0.2182
-1.2948	-3.7716	-0.3170	4.1830	0.2481
0.0000	-3.9645	0.4170	4.0150	0.3189
-0.5214	-3.2192	-0.3350	3.8380	0.1653
-1.2516	-3.9705	0.3170	4.4010	0.2284
0.1796	-3.8626	0.3260	3.8430	0.2362
0.2528	-3.8435	0.4480	4.5370	0.2513
0.0813	-4.3479	0.4940	4.3100	0.3062
-0.6821	-4.0723	0.4530	3.9200	0.3288
0.0000	-3.9657	0.4170	4.0200	0.5620
-0.6077	-4.5780	0.4750	3.7380	0.3062
-0.1628	-3.7440	1.4530	4.5740	0.1811
0.2360	-3.5056	0.3310	4.4920	0.2568
-0.1628	-3.4564	0.3130	4.3510	0.3897
-0.7048	-3.9705	0.3260	3.9970	0.3974
-0.3067	-4.3599	0.6610	4.2740	0.4714
-0.1748	-3.8518	-0.3220	3.9610	0.4140
-0.5322	-3.3857	0.4660	2.9980	0.2209
-0.3151	-3.7296	0.9690	4.4510	0.3922
