0.0000	-1.9263	0.3310	2.5390	0.1078
0.4902	-2.5578	0.3260	3.4610	0.1370
-0.5849	-2.7926	0.6200	3.8430	0.1816
-0.5382	-2.1659	-0.3400	3.7790	0.1132
0.1628	-1.7597	0.6470	4.1510	0.1196
-1.1006	-2.0665	0.3850	4.3920	0.1414
-0.9770	-3.1796	0.6070	4.9230	0.2108
-0.3535	-3.7320	0.7150	4.2290	0.3111
-0.3427	-3.1605	1.2670	4.7830	0.1719
-0.9063	-4.2868	1.0770	4.5460	0.3111
-0.4950	-4.3168	1.7420	4.3420	0.1353
0.1748	-3.3678	0.3220	3.9470	0.1612
-0.5166	-4.9722	1.3800	4.9870	0.1563
-0.4386	-4.4162	0.3260	4.9820	0.2294
-1.1917	-4.6223	0.5520	4.9010	0.3735
-0.2372	-3.0167	0.3310	4.8510	0.1496
-1.4195	-4.1382	0.3220	5.4180	0.2462
-0.4650	-4.9494	1.1000	4.4830	0.3162
-0.8080	-4.7841	-0.3130	4.5740	0.2774
-0.8272	-5.2645	0.5120	4.2970	0.2897
