0.0000	-3.5247	0.6200	1.1360	0.0966
0.0000	-4.5780	1.2130	1.2640	0.1676
0.5370	-4.0088	1.4620	0.8910	0.1440
0.3103	-4.1083	0.8600	0.4140	0.1143
-0.5897	-4.1646	1.6200	0.9410	0.1503
-0.8008	-4.0555	0.9870	0.7410	0.1314
-0.1988	-3.3498	1.2990	0.2870	0.1093
0.2636	-5.1927	1.4430	0.6600	0.2013
-0.7660	-5.2322	1.3440	1.1180	0.1952
-0.4074	-5.6240	2.0680	0.6460	0.1791
-0.4074	-4.9326	2.1400	0.6050	0.1293
-0.3355	-5.4802	2.2530	1.2140	0.1287
-0.4278	-5.4695	2.3750	0.8590	0.1341
0.4087	-3.6877	1.6240	1.0090	0.1333
0.1448	-3.5139	0.7240	0.9090	0.0994
-0.4638	-5.3077	1.9000	0.8090	0.1761
0.2216	-3.5187	2.0680	1.2770	0.1138
0.3019	-5.3784	1.3440	0.6320	0.1895
0.3307	-3.9453	1.2350	1.0370	0.1265
-0.8032	-4.0675	1.5070	1.0050	0.1382
