0.0000	0.0000	0.3260	0.2780	0.0587
0.7132	0.2440	0.6970	0.3550	0.0763
0.4506	0.2140	0.4170	0.3330	0.0708
1.0682	0.6154	1.3300	0.2870	0.0966
1.0334	0.5016	0.9550	0.5190	0.0834
1.1629	0.6095	1.9090	-0.2920	0.0964
0.8727	0.0000	1.5200	0.8140	0.1196
1.2600	0.7532	1.8460	-0.2870	0.0917
1.6498	0.7940	1.8690	0.3370	0.0861
1.4507	0.8575	2.3030	-0.5550	0.0777
1.4471	1.0564	2.0950	0.3510	0.0652
0.5082	0.1649	1.7280	0.7780	0.0742
1.0106	-0.3542	1.4120	0.8590	0.1340
0.7156	0.3950	0.6790	-0.4370	0.0910
0.8763	0.1733	1.1590	1.0820	0.1004
1.6845	1.2301	2.7280	-0.7410	0.0532
1.1797	-0.2656	1.2490	1.1000	0.1279
0.9471	-0.2716	1.8600	0.6460	0.1045
0.7324	-0.2440	1.1630	1.3180	0.1226
0.6281	0.7341	0.9230	-0.6820	0.0836
1.0346	-0.3842	1.5610	0.9910	0.1059
1.7565	0.8898	3.0900	-0.7960	0.0453
0.3787	0.3650	0.6700	0.4830	0.0911
0.8404	0.5951	0.6520	0.4280	0.0821
0.5693	0.5927	0.9870	-1.0270	0.0878
0.8224	-0.2895	1.6830	0.7550	0.1067
0.8200	0.9114	0.8870	-1.0320	0.0786
0.3667	0.1853	0.3170	0.6320	0.0902
1.8596	1.2014	3.0040	-0.7690	0.0443
0.8224	-0.3530	1.3260	1.6180	0.1040
