-2.4412	7.8431	2.3070	14.4450	0.0358
-5.9343	3.9513	1.9180	25.4930	0.0610
-10.4347	2.9448	1.9230	22.0830	0.0598
-9.7332	5.5677	-1.5840	25.8420	0.0351
-2.1138	-0.1793	1.9640	27.0550	0.0748
-9.5509	5.6312	5.3160	28.4670	0.0808
-4.7783	3.6769	5.7000	30.2240	0.1857
-3.5972	2.6177	9.6270	27.3770	0.0599
-3.7902	7.6538	7.7540	29.0120	0.0617
-5.2100	-0.3638	5.6190	28.1940	0.1244
-8.1959	0.4968	6.0800	24.0260	0.1510
-5.2004	6.3262	1.8370	30.0520	0.0570
-9.0665	-1.1450	2.1670	27.1270	0.1019
-5.5782	5.1699	6.6370	24.0310	0.0882
-11.4348	-2.7746	6.9620	26.3050	0.0531
-4.4390	-2.5590	7.9850	24.1710	0.0636
0.0000	2.1468	5.9170	28.8480	0.3573
-0.9555	3.1856	6.0300	24.7710	0.1870
0.1556	-1.8053	8.0800	28.2220	0.0711
2.3369	5.6923	7.3600	28.3810	0.0994
